Context,Response
"Mantan istri saya menikah dan menggunakan saya untuk memiliki anak.  Dia sekarang menggunakan anak itu sebagai pion.  Saya tahu anak saya merindukan saya,  tetapi saya harus pindah dan tidak hidup di masa lalu.  Bagaimana cara melakukan ini?  Apakah saya melihat anak saya sebanyak mungkin atau sangat sedikit?  Apakah lebih membingungkan bagi anak?","Saya sangat senang Anda menjangkau.  Ketika orang tua bercerai,  mereka masih perlu mencari cara untuk memiliki hubungan sehingga mereka dapat menjadi orang tua anak mereka.  Kita mungkin menceraikan pasangan kita,  namun,  kita tidak menceraikan anak-anak kita.  Jika ada yang perlu diketahui anak-anak kita bahwa kita masih merupakan kekuatan yang stabil dalam hidup mereka.  Sayangnya,  dalam beberapa hubungan anak-anak digunakan sebagai bagian perundingan dan saya mendengar itu mungkin terjadi dalam hubungan Anda.  Anda dapat beralih dari hubungan dengan mantan Anda sambil tetap mempertahankan hubungan dengan anak Anda.  Itu mungkin dan perlu kedua orang tua untuk melakukan hal yang benar oleh anak mereka.  Penting bagi anak-anak Anda untuk memiliki konsistensi dalam waktunya bersama Anda.  Misalnya,  jika Anda dan mantan Anda tidak memiliki jadwal pengasuhan,  itu adalah sesuatu yang ingin Anda buat sehingga Anda tidak hanya dapat memutuskan untuk Anda ketika Anda akan melihat anak Anda,  tetapi anak Anda dapat tahu kapan Anda akan tersedia sajauntuk dia.  Ini akan meletakkan dasar untuk konsistensi dan memungkinkan anak Anda memiliki keamanan di masa-masa sulit.   Saya akan sangat menyarankan Anda duduk dengan mantan Anda dan mendiskusikan bagaimana Anda berdua bisa menjadi sumber positif dalam kehidupan anak Anda.  Bagaimana Anda berdua bisa berada di sana untuk membantu membesarkannya.  Jika ini bukan percakapan yang dapat Anda miliki sendiri,  Anda mungkin mencari bantuan dari pengadilan.  Ada ahli pengasuhan dan mediator yang mungkin dapat membantu Anda.   Ingatlah,  dalam diskusi apa pun tetap fokus pada apa yang terbaik untuk anak Anda dan Anda akan bergerak ke arah yang benar.   Keberuntungan terbaik untuk Anda!"
"Mantan istri saya menikah dan menggunakan saya untuk memiliki anak.  Dia sekarang menggunakan anak itu sebagai pion.  Saya tahu anak saya merindukan saya,  tetapi saya harus pindah dan tidak hidup di masa lalu.  Bagaimana cara melakukan ini?  Apakah saya melihat anak saya sebanyak mungkin atau sangat sedikit?  Apakah lebih membingungkan bagi anak?","Jika Anda memiliki hubungan yang baik dengan anak Anda maka Anda telah menerima dan diterima sebagai orang tua anak ini dan Anda memiliki komitmen dan kewajiban untuk memainkan peran itu.  Jika Anda tiba-tiba absen dari kehidupan anak ini maka Anda mungkin melakukan kerusakan nyata.  Mengerjakan pengaturan dengan ibu anak untuk kunjungan rutin yang dapat diandalkan dan dilakukan oleh anak oleh kedua orang tua akan melayani kepentingan terbaik anak,  yang saya asumsikan adalah apa yang benar-benar diperhatikan oleh kedua orang tua.  Kunjungan tidak harus setiap hari,  seminggu sekali,  bahkan sebulan sekali,  lebih baik daripada memukul dan melewatkan absen yang lama di antaranya.  Semoga sukses untuk Anda,  dan fakta bahwa Anda mengajukan pertanyaan mengatakan banyak tentang potensi pengasuhan Anda.  Jangan ragu untuk menindaklanjuti dengan saya,  secara online atau secara langsung."
"Mantan istri saya menikah dan menggunakan saya untuk memiliki anak.  Dia sekarang menggunakan anak itu sebagai pion.  Saya tahu anak saya merindukan saya,  tetapi saya harus pindah dan tidak hidup di masa lalu.  Bagaimana cara melakukan ini?  Apakah saya melihat anak saya sebanyak mungkin atau sangat sedikit?  Apakah lebih membingungkan bagi anak?","Anda berada dalam situasi yang sulit dan atas nama Anda dan anak Anda,  saya memuji Anda karena mencoba menemukan hal yang benar untuk dilakukan.   Versi SHORT:  Anak Anda membutuhkan Anda sebanyak mungkin.  periode.  Selalu.  Kami dulu berpikir bahwa anak-anak hampir selalu dirugikan oleh perceraian,  kecuali ada konflik atau kekerasan yang ekstrem.  Data yang lebih baru menunjukkan bahwa anak-anak tidak harus dirugikan oleh perceraian jika mereka mempertahankan kedua orang tua mereka.  Dengan kata lain,  bagian yang merusak kehilangan setengah dari diri mereka sendiri dan kehilangan nilai karena terhubung dengan semua orang yang mencintai mereka,  terutama orang tua lainnya,  selain manfaat ekstra yang ada dari perspektif orang tua lain,  kekuatan dan sebagainya.  Hal terbaik bagi anak Anda adalah agar Anda tersedia dan mencintai dan melakukan segala yang mungkin untuk memungkinkan anak menjadi utuh- seseorang yang menggabungkan kedua orang tua.  Merupakan tragedi bagi semua orang untuk menggunakan anak untuk mencapai tujuan orang dewasa,  seperti kembali pada mantan pasangan.  Dalam keadaan seperti itu,  anak Anda membutuhkan lebih dari sebelumnya.  Jika Anda dan istri Anda memiliki aturan yang berbeda dan sebagainya,  anak Anda akan belajar untuk menyesuaikan dan beradaptasi,  seperti yang mereka lakukan jika Anda tetap di rumah tangga.  Seorang anak dengan cepat mengetahui bahwa mereka berbicara dengan ibu tentang x,  y,  z atau lolos dengan apa pun,  tetapi memiliki aturan yang berbeda dengan ayah.  Dia tidak akan terlalu bingung dalam jangka panjang.  Harap tetap kursus dalam berurusan dengan mantan istri yang sulit untuk Anda dan kesejahteraan anak Anda.  Semoga sukses untuk semua."
"Saya adalah seorang ibu tunggal sebagian besar kehidupan mereka yang tumbuh dan bersalah karena mencoba melakukan tiga pekerjaan dan sering pergi.  Anak-anak saya sukses dengan bisnis mereka sendiri,  memiliki banyak pengasuh dan bantuan pembersihan,  tetapi saya merasa mereka memiliki kesempatan besar untuk menghabiskannya bersama anak-anak mereka.","Anda tampaknya telah menjadi pengaruh yang sangat positif dalam kehidupan anak-anak Anda.   Mereka mungkin telah bekerja sangat keras karena mereka mengerti betapa sulit dan melelahkan hidup Anda sebagai seorang ibu tunggal.   Saya merasa Anda melihat anak-anak Anda hidup melalui pengukuran bagaimana bagaimana bagaimana bagaimana cara bagaimana cara bagaimana pengukuran bagaimana bagaimana bagaimana bagaimana bagaimana bagaimana bagaimana bagaimana bagaimana bagaimana cara bagaimana bagaimana bagaimana cara bagaimana cara bagaimana cara bagaimana pengukuran bagaimana bagaimana bagaimana bagaimana bagaimana bagaimana bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana bagaimana cara bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana cara bagaimana pengukuran tentang bagaimana bagaimana cara mengukur bagaimana bagaimana cara anak-anak AndaBanyak kerja keras dalam hidup Anda sebagai seorang ibu tunggal.   Dengan kata lain,  apa yang Anda lihat anak-anak Anda mengabaikan atau tidak menghargai,  dapat mengingatkan Anda tentang keinginan Anda selama bertahun-tahun Anda membesarkan anak-anak Anda.   Jika itu membantu Anda dan mungkin,  maka mungkinAnda bisa menghabiskan lebih banyak waktu Anda sendiri lebih sulit dengan cucu Anda.  Ini mungkin memberikan hadiah selama bertahun-tahun yang Anda habiskan untuk bekerja untuk mendukung anak-anak Anda dan tidak punya pilihan dalam jumlah waktu yang Anda miliki dengan anak-anak Anda.   Sejauh hubungan anak-anak Anda dengan anak-anak mereka,  sekarang giliran mereka untuk membesarkan mereka sebagaiMereka berharap,  tentu saja dalam batas etika.   Bergantung pada topik yang Anda dan anak-anak Anda bicarakan,  pertimbangkan untuk memikul perhatian Anda,  apakah mereka merasa anak-anak mereka,  cucu Anda,  kehilangan apa pun karena waktu yang terbatas yang mereka miliki dengan orang tua dengan orang tua para orang tua dengan orang tua dengan orang tua para orang tua tersebut."
"Ayah saya membuat saya merasa seperti omong kosong dan seperti saya tidak berharga.  Dia memanggil saya nama dan membuat saya merasa tertekan.  Saya ingin pindah karena saya bersumpah jika saya tinggal di sini,  saya akan kehilangannya.  Apa yang bisa saya lakukan?","Anda sah.   Gagasan Anda tentang Saya ingin pindah mungkin menjadi kunci untuk memberi jarak di antara Anda berdua dan memberi Anda ruang yang layak Anda dapatkan.   Juga mengambil kekuatan darinya dan mengembalikannya kepada diri Anda sendiri.   Jangan mendasarkan nilai Anda pada pendapat orang lain.   Seringkali cara orang lain bertindak terhadap kita lebih disebabkan oleh mereka daripada diri kita sendiri.   Pendapat orang lain tentang Anda tidak menentukan jumlah total nilai Anda,  Anda sendirilah yang melakukannya.   Meditasi ini terbukti bermanfaat.   Saya CUKUP- Meditasi Terpandu"
"Ayah saya membuat saya merasa seperti omong kosong dan seperti saya tidak berharga.  Dia memanggil saya nama dan membuat saya merasa tertekan.  Saya ingin pindah karena saya bersumpah jika saya tinggal di sini,  saya akan kehilangannya.  Apa yang bisa saya lakukan?","Jika Anda benar-benar mampu untuk pindah dan menghidupi hidup Anda sendiri,  maka ini adalah pilihan yang masuk akal.   Jika Anda tidak berada dalam posisi seperti itu dan harus terus tinggal bersama ayah Anda untuk sementara waktu,  lindungi diri Anda secara emosional dari dia.   Melakukan hal itu jauh lebih sulit daripada kedengarannya.   Apakah kamu memiliki privasi di rumahmu dan bisakah kamu menghabiskan lebih banyak waktu di tempat aman yang kamu ciptakan sendiri daripada di sekitar ayahmu?   Selain itu,  batasi jumlah dialog yang kamu lakukan dengannya sehingga Anda tidak menawarkan dia kesempatan untuk merasa diundang untuk mengkritik Anda.   Apakah ada orang lain yang tinggal serumah dengan Anda dan ayah?   Jika ya,  apakah mereka dipanggil dengan nama yang sama atau Anda diasingkan?   Apa yang dilakukan anggota keluarga yang lain saat mendengar ayahmu memanggilmu dengan sebutan?   Mungkinkah anggota keluarga yang lain tidak menyadari betapa sakit hati dan kesalnya kamu atas kelakuan ayahmu?   Jika iya,  maka buatlah proyek untuk dirimu sendiri untuk menceritakannya kepada ayahmu.   anggota keluarga lain yang kamu derita karena panggilan nama ayahmu.   Ada kemungkinan anggota keluarga yang lain akan turun tangan dan menyuruh ayahmu untuk berhenti.   Belum tentu dia akan berhenti.   Mengetahui orang lain mendukung Anda secara emosional dan menganggap Anda kredibel adalah hal yang sangat membantu."
"Ayah saya membuat saya merasa seperti omong kosong dan seperti saya tidak berharga.  Dia memanggil saya nama dan membuat saya merasa tertekan.  Saya ingin pindah karena saya bersumpah jika saya tinggal di sini,  saya akan kehilangannya.  Apa yang bisa saya lakukan?","Apakah Anda cukup tua untuk pindah?  Maka dengan segala cara,  apa yang menghentikan Anda?   Jika tidak,  mungkinkah Anda pindah dengan anggota keluarga lain?   Jika Anda adalah anak di bawah umur,  CPS mungkin perlu masuk.   Mereka sering melakukannya dalam kasus pelecehan.  Keamanan Anda adalah prioritas nomor satu.   Sulit untuk menawarkan saran tanpa mengetahui lebih banyak tentang situasi Anda.  Tapi saya bisa mengatakan ini:  jangan biarkan orang lain mendefinisikan harga diri Anda.  Anda dapat memilih untuk tidak mengizinkannya membuat Anda merasakan apa pun.  Itu benar-benar sesederhana itu.  Dengan melihatnya sebagai pilihan yang Anda buat,  Anda akan diberdayakan untuk mengambil kendali atas emosi Anda dan belajar untuk merasa lebih baik tentang diri sendiri karena harga diri Anda tidak akan lagi ditentukan oleh apa yang orang lain katakan tentang Anda atau bagaimana mereka memperlakukan Anda.  Izinkan saya mengatakan itu lagi dengan cara yang berbeda:  harga diri Anda tidak ditentukan oleh orang lain.  Cara dia memperlakukan Anda adalah cerminan dari siapa dia sebagai pribadi- bukan Anda.  Jangan mengambil kepemilikan itu! Saya mengerti bahwa jika Anda masih kecil,  menetapkan batasan yang sehat dan menolak untuk menerima perawatan semacam ini bisa sulit.  Jangkau orang lain untuk meminta bantuan.  Tetapi jika Anda berusia 18 tahun ke atas,  sama sekali tidak ada alasan bagi Anda untuk berada di sana harus tahan dengan penganiayaan.  Pasang beberapa batasan dan ciptakan jarak yang dibutuhkan untuk melindungi diri Anda secara emosional.  Anda berhutang pada diri sendiri,  dan layak menjalani kehidupan yang sehat dan bahagia.  Siapa pun yang memberi tahu Anda sebaliknya salah."
"Dia hanya berjalan di rumah setiap kali dia ingin melihat anak-anaknya.  Tunangan saya memberi tahu saya bahwa itu membuatnya marah dan tidak menyukainya,  tetapi dia tampaknya takut untuk mengatakan apa pun kepadanya tentang hal itu karena suatu alasan.  Apakah tidak apa-apa baginya untuk melakukan ini?","Jawaban singkat untuk pertanyaan Anda adalah ""tidak"" tidak apa-apa bagi siapa pun untuk melakukan ini.  Ada banyak pertanyaan yang belum terjawab dan faktor-faktor lain yang terjadi di sini yang perlu diperhatikan.  Namun demikian,  jangan ragu untuk mencari penasihat hukum dan/atau menelepon 911.   Idealnya,  tunangan Anda akan dapat berbicara langsung dengan mantan suaminya dan menetapkan batasan yang wajar yang menghormati perjanjian hukum apa pun yang berlaku dari perceraian dan hak asuhperjanjian.  Fakta bahwa dia takut untuk mengatakan sesuatu kepadanya tentang perilakunya yang tidak pantas,  dan bahwa dia belum dapat memberi Anda alasan untuk ketakutannya,  menunjukkan kemungkinan faktor perilaku pelecehan masa lalu,  hak,  dan/atau ketergantungan bersama.  Saya berharap semuanya berjalan dengan baik untuk semua dan saya yakin seorang terapis yang terampil dapat membantu semua menavigasi cara terbaik untuk menetapkan batasan dan mengalami penyembuhan yang lebih besar."
"Dia hanya berjalan di rumah setiap kali dia ingin melihat anak-anaknya.  Tunangan saya memberi tahu saya bahwa itu membuatnya marah dan tidak menyukainya,  tetapi dia tampaknya takut untuk mengatakan apa pun kepadanya tentang hal itu karena suatu alasan.  Apakah tidak apa-apa baginya untuk melakukan ini?","Tahukah Anda alasan tunangan Anda tahan dengan perilaku mantan?   Jika tidak,  maka tanyakan padanya.   Jawabannya bisa jadi apa saja,  dari beberapa kesepakatan mereka berdua membuat baik secara formal atau informal sebelum Anda masuk ke dalam hidupnya,  hingga sisa pengertianKewajiban yang dia rasakan terhadapnya sebagai orang tua,  atau bahwa dia benar-benar takut akan kemarahan fisik atau verbal jika dia tidak setuju dengan apa yang dia inginkan.   Fakta adalah titik awal terbaik untuk mengetahui bagaimana menangani suatu situasi.   Tidak ada aturan selimut dan tentu saja tidakHukum yang melarang apa yang dia lakukan.  Situasinya sepenuhnya ada di tangan orang-orang yang terlibat."
"Dia hanya berjalan di rumah setiap kali dia ingin melihat anak-anaknya.  Tunangan saya memberi tahu saya bahwa itu membuatnya marah dan tidak menyukainya,  tetapi dia tampaknya takut untuk mengatakan apa pun kepadanya tentang hal itu karena suatu alasan.  Apakah tidak apa-apa baginya untuk melakukan ini?","Anak-anak itu sebenarnya adalah Propertinya,  dan dia mempunyai klaim atas mereka sesuai keinginannya;  Saya kira,  rumah itu milik Anda;  Jadi,  jika dia ingin melihat Propertinya,  itu harus diambil dari Properti Anda;  Dan,  sebagai selama properti tersebut tetap milik Anda,  Anda memiliki yurisdiksi atas semua properti tersebut;  Mewajibkan kompensasi untuk kunjungan,  dan mengiriminya tagihan;  Jika dia tidak membayar,  kirim ke sheriff setempat,  pergi ke pengadilan tuntutan kecil,  dan menangkan keputusan melawannya karena tidak membayar;  Aku bertanya-tanya bagaimana hal itu bisa terjadi.  .  .   bertindak sebagai manusia"
"Dia hanya berjalan di rumah setiap kali dia ingin melihat anak-anaknya.  Tunangan saya memberi tahu saya bahwa itu membuatnya marah dan tidak menyukainya,  tetapi dia tampaknya takut untuk mengatakan apa pun kepadanya tentang hal itu karena suatu alasan.  Apakah tidak apa-apa baginya untuk melakukan ini?","Jawaban yang jelas adalah tidak,  tidak apa-apa.  Ada yang lain yang harus Anda tanyakan.  Anda mengatakan tunangan Anda ""tampak takut"" dari mantannya.  Apakah Anda bertanya kepadanya tentang itu?  Apakah ada alasan dia masih memiliki kunci rumah?  Apakah ada diskusi tentang batasan yang sesuai?  Saya bekerja dengan banyak orang mengasuh dari rumah tangga yang berbeda dan tempat yang paling lengket adalah orang-orang yang belum dibahas.  Jelas ada konflik di sana atau mereka tidak akan berpisah,  tetapi tunangan Anda dan mantannya harus tetap selaras untuk anak-anak dan itu tidak dapat terjadi jika dia merasa takut atau kesal.  Jika dia tidak memiliki masalah dengan menerobos masuk,  jelas Anda lakukan (dan siapa yang tidak?   Dia bukan mantan Anda! ),  Jadi Anda dan dia perlu memiliki beberapa perjanjian di sekitar aksesnya ke rumah.  Jika dia takut mengemukakan diskusi maka saya sangat merekomendasikan bahwa dia dan mantan mendapatkan bantuan dengan terapis yang baik.  Kesehatan anak-anak,  kesehatan Anda dan miliknya,  dan kesehatan hubungan Anda dalam keluarga bergantung padanya!"
